number,date,close_index
1803,1994-04-12,9738.099609
1804,1994-04-13,9753.799805
1805,1994-04-14,9600.599609
1806,1994-04-15,9536.099609
1807,1994-04-18,9506.799805
1808,1994-04-19,9303.900391
1809,1994-04-20,9221.000000
1810,1994-04-21,8934.599609
1811,1994-04-22,9156.900391
1812,1994-04-25,9136.099609
1813,1994-04-26,9328.599609
1814,1994-04-27,9113.299805
1815,1994-04-28,9163.099609
1816,1994-04-29,8966.099609
1817,1994-05-02,8799.700195
1818,1994-05-03,8679.099609
1819,1994-05-04,8369.400391
1820,1994-05-05,8412.900391
1821,1994-05-06,8620.299805
1822,1994-05-09,8421.700195
1823,1994-05-10,8540.099609
1824,1994-05-11,8906.200195
1825,1994-05-12,8878.900391
1826,1994-05-13,9134.700195
1827,1994-05-16,9253.400391
1828,1994-05-17,9044.700195
1829,1994-05-18,9476.599609
1830,1994-05-19,9355.000000
1831,1994-05-20,9631.599609
1832,1994-05-23,9589.799805
1833,1994-05-24,9490.099609
1834,1994-05-25,9521.400391
1835,1994-05-26,9481.700195
1836,1994-05-27,9470.099609
1837,1994-05-30,9523.599609
1838,1994-05-31,9553.599609
1839,1994-06-01,9512.099609
1840,1994-06-02,9222.299805
1841,1994-06-03,9234.299805
1842,1994-06-06,9383.000000
1843,1994-06-07,9247.900391
1844,1994-06-08,9291.200195
1845,1994-06-09,9190.599609
1846,1994-06-10,9111.200195
1847,1994-06-15,9149.500000
1848,1994-06-16,9022.900391
1849,1994-06-17,9114.000000
1850,1994-06-20,8998.200195
1851,1994-06-21,8857.799805
1852,1994-06-22,8876.799805
1853,1994-06-23,8966.799805
1854,1994-06-24,8881.000000
1855,1994-06-27,8647.500000
1856,1994-06-28,8673.500000
1857,1994-06-29,8640.299805
1858,1994-06-30,8758.400391
1859,1994-07-01,8634.400391
1860,1994-07-04,8628.299805
1861,1994-07-05,8623.200195
1862,1994-07-06,8454.900391
1863,1994-07-07,8490.900391
1864,1994-07-08,8433.000000
1865,1994-07-11,8394.900391
1866,1994-07-12,8591.500000
1867,1994-07-13,8828.900391
1868,1994-07-14,8808.299805
1869,1994-07-15,9117.000000
1870,1994-07-18,9193.799805
1871,1994-07-19,9145.000000
1872,1994-07-20,9188.799805
1873,1994-07-21,9117.700195
1874,1994-07-22,9153.000000
1875,1994-07-25,9174.599609
1876,1994-07-26,9194.400391
1877,1994-07-27,9402.200195
1878,1994-07-28,9402.700195
1879,1994-07-29,9482.799805
1880,1994-08-01,9683.700195
1881,1994-08-02,9695.000000
1882,1994-08-03,9585.900391
1883,1994-08-04,9642.900391
1884,1994-08-05,9602.200195
1885,1994-08-08,9537.900391
1886,1994-08-09,9446.400391
1887,1994-08-10,9618.099609
1888,1994-08-11,9524.500000
1889,1994-08-12,9464.599609
1890,1994-08-15,9486.099609
1891,1994-08-16,9366.599609
1892,1994-08-17,9538.000000
1893,1994-08-18,9518.900391
1894,1994-08-19,9404.400391
1895,1994-08-22,9457.299805
1896,1994-08-23,9234.099609
1897,1994-08-24,9238.700195
1898,1994-08-25,9336.099609
1899,1994-08-26,9399.099609
1900,1994-08-30,9686.599609
1901,1994-08-31,9929.400391
1902,1994-09-01,9890.900391
1903,1994-09-02,9901.599609
1904,1994-09-05,9962.000000
1905,1994-09-06,10036.000000
1906,1994-09-07,10165.900391
1907,1994-09-08,10151.000000
1908,1994-09-09,10145.000000
1909,1994-09-12,9890.400391
1910,1994-09-13,9937.000000
1911,1994-09-14,9846.400391
1912,1994-09-15,9862.599609
1913,1994-09-16,9968.500000
1914,1994-09-19,9801.400391
1915,1994-09-20,9824.799805
1916,1994-09-22,9668.099609
1917,1994-09-23,9632.500000
1918,1994-09-26,9643.599609
1919,1994-09-27,9610.200195
1920,1994-09-28,9693.500000
1921,1994-09-29,9700.200195
1922,1994-09-30,9521.200195
1923,1994-10-03,9492.500000
1924,1994-10-04,9504.099609
1925,1994-10-05,9298.400391
1926,1994-10-06,9276.299805
1927,1994-10-07,9284.900391
1928,1994-10-10,9248.400391
1929,1994-10-11,9362.299805
1930,1994-10-12,9532.400391
1931,1994-10-14,9550.900391
1932,1994-10-17,9455.900391
1933,1994-10-18,9418.599609
1934,1994-10-19,9320.099609
1935,1994-10-20,9388.799805
1936,1994-10-21,9338.599609
1937,1994-10-24,9364.299805
1938,1994-10-25,9246.500000
1939,1994-10-26,9252.400391
1940,1994-10-27,9304.599609
1941,1994-10-28,9379.500000
1942,1994-10-31,9646.299805
1943,1994-11-01,9573.400391
1944,1994-11-02,9451.799805
1945,1994-11-03,9492.000000
1946,1994-11-04,9530.400391
1947,1994-11-07,9434.299805
1948,1994-11-08,9416.099609
1949,1994-11-09,9405.500000
1950,1994-11-10,9390.799805
1951,1994-11-11,9367.900391
1952,1994-11-14,9378.900391
1953,1994-11-15,9565.700195
1954,1994-11-16,9592.200195
1955,1994-11-17,9518.299805
1956,1994-11-18,9427.400391
1957,1994-11-21,9303.200195
1958,1994-11-22,8948.400391
1959,1994-11-23,8576.000000
1960,1994-11-24,8647.900391
1961,1994-11-25,8658.799805
1962,1994-11-28,8662.400391
1963,1994-11-29,8658.299805
1964,1994-11-30,8466.299805
1965,1994-12-01,8430.799805
1966,1994-12-02,8221.599609
1967,1994-12-05,8302.500000
1968,1994-12-06,8332.700195
1969,1994-12-07,8268.500000
1970,1994-12-08,8068.299805
1971,1994-12-09,7789.100098
1972,1994-12-12,7707.799805
1973,1994-12-13,7849.799805
1974,1994-12-14,7997.399902
1975,1994-12-15,8259.599609
1976,1994-12-16,8166.399902
1977,1994-12-19,8178.299805
1978,1994-12-20,8267.299805
1979,1994-12-21,8331.599609
1980,1994-12-22,8412.700195
1981,1994-12-23,8311.900391
1982,1994-12-28,8268.200195
1983,1994-12-29,8196.000000
1984,1994-12-30,8191.000000
1985,1995-01-03,7844.100098
1986,1995-01-04,7887.000000
1987,1995-01-05,7918.399902
1988,1995-01-06,7683.299805
1989,1995-01-09,7528.899902
1990,1995-01-10,7541.700195
1991,1995-01-11,7392.799805
1992,1995-01-12,7418.100098
1993,1995-01-13,7252.299805
1994,1995-01-16,7504.200195
1995,1995-01-17,7606.500000
1996,1995-01-18,7630.200195
1997,1995-01-19,7422.000000
1998,1995-01-20,7278.100098
1999,1995-01-23,6967.899902
2000,1995-01-24,7022.899902
2001,1995-01-25,7240.700195
2002,1995-01-26,7310.500000
2003,1995-01-27,7297.100098
2004,1995-01-30,7342.700195
2005,1995-02-03,7478.899902
2006,1995-02-06,7897.799805
2007,1995-02-07,8004.000000
2008,1995-02-08,7934.799805
2009,1995-02-09,8054.899902
2010,1995-02-10,8012.799805
2011,1995-02-13,7974.799805
2012,1995-02-14,7862.700195
2013,1995-02-15,8103.100098
2014,1995-02-16,8133.299805
2015,1995-02-17,8043.000000
2016,1995-02-20,7906.700195
2017,1995-02-21,8082.299805
2018,1995-02-22,7909.299805
2019,1995-02-23,7976.399902
2020,1995-02-24,8219.000000
2021,1995-02-27,8126.700195
2022,1995-02-28,8327.500000
2023,1995-03-01,8297.000000
2024,1995-03-02,8253.299805
2025,1995-03-03,8185.200195
2026,1995-03-06,8093.899902
2027,1995-03-07,8138.700195
2028,1995-03-08,7930.000000
2029,1995-03-09,8076.799805
2030,1995-03-10,7949.399902
2031,1995-03-13,8111.299805
2032,1995-03-14,8094.600098
2033,1995-03-15,8365.200195
2034,1995-03-16,8347.799805
2035,1995-03-17,8534.700195
2036,1995-03-20,8594.400391
2037,1995-03-21,8580.299805
2038,1995-03-22,8509.099609
2039,1995-03-23,8467.700195
2040,1995-03-24,8484.700195
2041,1995-03-27,8687.500000
2042,1995-03-28,8827.900391
2043,1995-03-29,8732.799805
2044,1995-03-30,8676.200195
2045,1995-03-31,8587.700195
2046,1995-04-03,8400.400391
2047,1995-04-04,8491.900391
2048,1995-04-06,8418.200195
2049,1995-04-07,8470.299805
2050,1995-04-10,8469.799805
2051,1995-04-11,8514.599609
2052,1995-04-12,8509.700195
2053,1995-04-13,8662.000000
2054,1995-04-18,8645.000000
2055,1995-04-19,8581.900391
2056,1995-04-20,8631.400391
2057,1995-04-21,8645.400391
2058,1995-04-24,8625.599609
2059,1995-04-25,8505.599609
2060,1995-04-26,8285.700195
2061,1995-04-27,8312.299805
2062,1995-04-28,8361.000000
2063,1995-05-01,8226.000000
2064,1995-05-02,8212.099609
2065,1995-05-03,8299.700195
2066,1995-05-04,8319.799805
2067,1995-05-05,8332.200195
2068,1995-05-08,8488.400391
2069,1995-05-09,8574.099609
2070,1995-05-10,8796.900391
2071,1995-05-11,9025.700195
2072,1995-05-12,9217.799805
2073,1995-05-15,9189.799805
2074,1995-05-16,9162.299805
2075,1995-05-17,9170.200195
2076,1995-05-18,9115.700195
2077,1995-05-19,9013.299805
2078,1995-05-22,9058.700195
2079,1995-05-23,9302.900391
2080,1995-05-24,9258.200195
2081,1995-05-25,9390.599609
2082,1995-05-26,9329.200195
2083,1995-05-29,9316.200195
2084,1995-05-30,9245.299805
2085,1995-05-31,9407.400391
2086,1995-06-01,9559.700195
2087,1995-06-05,9570.400391
2088,1995-06-06,9497.799805
2089,1995-06-07,9382.599609
2090,1995-06-08,9292.799805
2091,1995-06-09,9267.599609
2092,1995-06-12,9121.500000
2093,1995-06-13,9103.200195
2094,1995-06-14,9364.799805
2095,1995-06-15,9262.000000
2096,1995-06-16,9314.000000
2097,1995-06-20,9278.700195
2098,1995-06-21,9243.700195
2099,1995-06-22,9159.000000
2100,1995-06-23,9224.400391
2101,1995-06-26,9201.299805
2102,1995-06-27,9199.500000
2103,1995-06-28,9151.400391
2104,1995-06-29,9200.099609
2105,1995-06-30,9206.500000
2106,1995-07-03,9138.200195
2107,1995-07-04,9182.500000
2108,1995-07-05,9407.299805
2109,1995-07-06,9376.900391
2110,1995-07-07,9632.299805
2111,1995-07-10,9727.500000
2112,1995-07-11,9670.000000
2113,1995-07-12,9639.599609
2114,1995-07-13,9742.400391
2115,1995-07-14,9728.000000
2116,1995-07-17,9634.000000
2117,1995-07-18,9617.000000
2118,1995-07-19,9418.900391
2119,1995-07-20,9423.200195
2120,1995-07-21,9410.200195
2121,1995-07-24,9288.000000
2122,1995-07-25,9359.099609
2123,1995-07-26,9355.000000
2124,1995-07-27,9361.299805
2125,1995-07-28,9451.700195
2126,1995-07-31,9453.400391
2127,1995-08-01,9385.299805
2128,1995-08-02,9410.099609
2129,1995-08-03,9379.700195
2130,1995-08-04,9362.799805
2131,1995-08-07,9318.400391
2132,1995-08-08,9303.799805
2133,1995-08-09,9301.700195
2134,1995-08-10,9142.599609
2135,1995-08-11,9006.900391
2136,1995-08-14,8924.299805
2137,1995-08-15,8931.299805
2138,1995-08-16,8985.099609
2139,1995-08-17,8896.700195
2140,1995-08-18,8895.799805
2141,1995-08-21,8900.500000
2142,1995-08-22,8947.200195
2143,1995-08-23,9132.599609
2144,1995-08-24,9058.299805
2145,1995-08-25,9080.400391
2146,1995-08-29,9152.900391
2147,1995-08-30,9197.200195
2148,1995-08-31,9179.900391
2149,1995-09-01,9196.500000
2150,1995-09-04,9253.000000
2151,1995-09-05,9222.900391
2152,1995-09-06,9194.700195
2153,1995-09-07,9279.000000
2154,1995-09-08,9393.200195
2155,1995-09-11,9439.000000
2156,1995-09-12,9434.799805
2157,1995-09-13,9581.400391
2158,1995-09-14,9680.099609
2159,1995-09-15,9797.400391
2160,1995-09-18,9770.099609
2161,1995-09-19,9646.099609
2162,1995-09-20,9631.000000
2163,1995-09-21,9536.299805
2164,1995-09-22,9541.900391
2165,1995-09-25,9497.900391
2166,1995-09-26,9583.299805
2167,1995-09-27,9650.599609
2168,1995-09-28,9600.599609
2169,1995-09-29,9646.299805
2170,1995-10-02,9725.000000
2171,1995-10-03,9805.500000
2172,1995-10-04,9940.000000
2173,1995-10-05,9888.000000
2174,1995-10-06,9873.900391
2175,1995-10-09,9863.400391
2176,1995-10-10,9730.900391
2177,1995-10-11,9635.099609
2178,1995-10-12,9685.099609
2179,1995-10-13,9883.799805
2180,1995-10-16,10009.299805
2181,1995-10-17,10032.900391
2182,1995-10-18,9973.700195
2183,1995-10-19,9981.599609
2184,1995-10-20,9895.200195
2185,1995-10-23,9880.500000
2186,1995-10-24,9775.700195
2187,1995-10-25,9841.099609
2188,1995-10-26,9774.500000
2189,1995-10-27,9680.799805
2190,1995-10-30,9672.400391
2191,1995-10-31,9782.400391
2192,1995-11-02,9749.400391
2193,1995-11-03,9855.799805
2194,1995-11-06,9736.099609
2195,1995-11-07,9732.400391
2196,1995-11-08,9562.500000
2197,1995-11-09,9497.799805
2198,1995-11-10,9411.900391
2199,1995-11-13,9385.200195
2200,1995-11-14,9407.400391
2201,1995-11-15,9431.400391
2202,1995-11-16,9367.700195
2203,1995-11-17,9287.900391
2204,1995-11-20,9373.900391
2205,1995-11-21,9452.099609
2206,1995-11-22,9501.599609
2207,1995-11-23,9505.700195
2208,1995-11-24,9488.799805
2209,1995-11-27,9523.900391
2210,1995-11-28,9623.799805
2211,1995-11-29,9617.299805
2212,1995-11-30,9813.299805
2213,1995-12-01,9862.599609
2214,1995-12-04,9940.599609
2215,1995-12-05,9975.400391
2216,1995-12-06,9898.900391
2217,1995-12-07,9864.000000
2218,1995-12-08,9863.599609
2219,1995-12-11,9835.200195
2220,1995-12-12,9927.799805
2221,1995-12-13,9920.900391
2222,1995-12-14,9912.799805
2223,1995-12-15,9858.700195
2224,1995-12-18,9806.599609
2225,1995-12-19,9705.900391
2226,1995-12-20,9877.900391
2227,1995-12-21,9907.599609
2228,1995-12-22,9932.200195
2229,1995-12-27,9985.200195
2230,1995-12-28,9998.200195
2231,1995-12-29,10073.400391
2232,1996-01-02,10204.900391
2233,1996-01-03,10397.400391
2234,1996-01-04,10573.900391
2235,1996-01-05,10529.900391
2236,1996-01-08,10466.700195
2237,1996-01-09,10427.200195
2238,1996-01-10,10304.599609
2239,1996-01-11,10429.799805
2240,1996-01-12,10540.000000
2241,1996-01-15,10634.500000
2242,1996-01-16,10671.200195
2243,1996-01-17,10593.799805
2244,1996-01-18,10536.500000
2245,1996-01-19,10764.099609
2246,1996-01-22,10955.299805
2247,1996-01-23,10957.200195
2248,1996-01-24,10960.200195
2249,1996-01-25,11103.099609
2250,1996-01-26,11111.900391
2251,1996-01-29,11059.000000
2252,1996-01-30,11201.500000
2253,1996-01-31,11359.700195
2254,1996-02-01,11362.799805
2255,1996-02-02,11469.400391
2256,1996-02-05,11484.099609
2257,1996-02-06,11391.400391
2258,1996-02-07,11388.599609
2259,1996-02-08,11331.799805
2260,1996-02-09,11310.299805
2261,1996-02-12,11256.599609
2262,1996-02-13,11200.200195
2263,1996-02-14,11364.500000
2264,1996-02-15,11471.799805
2265,1996-02-16,11595.000000
2266,1996-02-22,11338.500000
2267,1996-02-23,11390.400391
2268,1996-02-26,11210.400391
2269,1996-02-27,11197.000000
2270,1996-02-28,11264.700195
2271,1996-02-29,11125.700195
2272,1996-03-01,11194.900391
2273,1996-03-04,11254.099609
2274,1996-03-05,11454.099609
2275,1996-03-06,11378.700195
2276,1996-03-07,11194.500000
2277,1996-03-08,11217.799805
2278,1996-03-11,10397.500000
2279,1996-03-12,10602.500000
2280,1996-03-13,10249.500000
2281,1996-03-14,10451.799805
2282,1996-03-15,10557.599609
2283,1996-03-18,10601.299805
2284,1996-03-19,10880.500000
2285,1996-03-20,10836.500000
2286,1996-03-21,11028.000000
2287,1996-03-22,11026.700195
2288,1996-03-25,11111.799805
2289,1996-03-26,10984.500000
2290,1996-03-27,11066.599609
2291,1996-03-28,11030.599609
2292,1996-03-29,10957.200195
2293,1996-04-01,10926.799805
2294,1996-04-02,11144.599609
2295,1996-04-03,11139.900391
2296,1996-04-09,11107.400391
2297,1996-04-10,11077.599609
2298,1996-04-11,10892.599609
2299,1996-04-12,10849.799805
2300,1996-04-15,10949.599609
2301,1996-04-16,11033.000000
2302,1996-04-17,10962.700195
2303,1996-04-18,10909.299805
2304,1996-04-19,10818.500000
2305,1996-04-22,10910.000000
2306,1996-04-23,10889.099609
2307,1996-04-24,10898.700195
2308,1996-04-25,10753.400391
2309,1996-04-26,10732.799805
2310,1996-04-29,10835.799805
2311,1996-04-30,10964.500000
2312,1996-05-01,10907.000000
2313,1996-05-02,10929.900391
2314,1996-05-03,10734.200195
2315,1996-05-06,10697.500000
2316,1996-05-07,10702.200195
2317,1996-05-08,10617.299805
2318,1996-05-09,10573.000000
2319,1996-05-10,10597.700195
2320,1996-05-13,10746.000000
2321,1996-05-14,10817.900391
2322,1996-05-15,10863.799805
2323,1996-05-16,10833.400391
2324,1996-05-17,10816.900391
2325,1996-05-20,10987.599609
2326,1996-05-21,11088.799805
2327,1996-05-22,11082.799805
2328,1996-05-23,11030.799805
2329,1996-05-24,11019.200195
2330,1996-05-27,11081.700195
2331,1996-05-28,11107.000000
2332,1996-05-29,11200.599609
2333,1996-05-30,11157.099609
2334,1996-05-31,11264.700195
2335,1996-06-03,11059.799805
2336,1996-06-04,11086.900391
2337,1996-06-05,11092.500000
2338,1996-06-06,11225.799805
2339,1996-06-07,11196.599609
2340,1996-06-10,11143.200195
2341,1996-06-11,10993.599609
2342,1996-06-12,10958.700195
2343,1996-06-13,10866.000000
2344,1996-06-14,10865.000000
2345,1996-06-18,10952.799805
2346,1996-06-19,10904.500000
2347,1996-06-21,10855.299805
2348,1996-06-24,10959.700195
2349,1996-06-25,10982.799805
2350,1996-06-26,11059.900391
2351,1996-06-27,11002.500000
2352,1996-06-28,11020.900391
2353,1996-07-01,11002.599609
2354,1996-07-02,11084.400391
2355,1996-07-03,11063.299805
2356,1996-07-04,11181.799805
2357,1996-07-05,11177.099609
2358,1996-07-08,10890.099609
2359,1996-07-09,10929.599609
2360,1996-07-10,10911.799805
2361,1996-07-11,10921.400391
2362,1996-07-12,10802.700195
2363,1996-07-15,10800.099609
2364,1996-07-16,10628.000000
2365,1996-07-17,10609.099609
2366,1996-07-18,10711.200195
2367,1996-07-19,10845.299805
2368,1996-07-22,10798.299805
2369,1996-07-23,10865.299805
2370,1996-07-24,10699.900391
2371,1996-07-25,10707.000000
2372,1996-07-26,10705.599609
2373,1996-07-29,10651.799805
2374,1996-07-30,10585.900391
2375,1996-07-31,10681.400391
2376,1996-08-01,10789.900391
2377,1996-08-02,10962.000000
2378,1996-08-05,11071.400391
2379,1996-08-06,11134.599609
2380,1996-08-07,11127.500000
2381,1996-08-08,11164.400391
2382,1996-08-09,11104.000000
2383,1996-08-12,11181.900391
2384,1996-08-13,11165.700195
2385,1996-08-14,11166.799805
2386,1996-08-15,11158.400391
2387,1996-08-16,11176.000000
2388,1996-08-19,11213.500000
2389,1996-08-20,11312.500000
2390,1996-08-21,11436.500000
2391,1996-08-22,11478.799805
2392,1996-08-23,11424.599609
2393,1996-08-27,11338.900391
2394,1996-08-28,11379.500000
2395,1996-08-29,11328.200195
2396,1996-08-30,11159.000000
2397,1996-09-02,11106.599609
2398,1996-09-03,10957.200195
2399,1996-09-04,11077.000000
2400,1996-09-05,11040.500000
2401,1996-09-06,11025.599609
2402,1996-09-09,11212.599609
2403,1996-09-10,11223.599609
2404,1996-09-11,11236.400391
2405,1996-09-12,11251.700195
2406,1996-09-13,11369.000000
2407,1996-09-16,11567.900391
2408,1996-09-17,11621.599609
2409,1996-09-18,11594.000000
2410,1996-09-19,11586.700195
2411,1996-09-20,11592.400391
2412,1996-09-23,11622.099609
2413,1996-09-24,11546.700195
2414,1996-09-25,11603.500000
2415,1996-09-26,11636.099609
2416,1996-09-27,11759.400391
2417,1996-09-30,11902.400391
2418,1996-10-01,11921.200195
2419,1996-10-02,11951.900391
2420,1996-10-03,12014.599609
2421,1996-10-04,11905.500000
2422,1996-10-07,12133.099609
2423,1996-10-08,12106.799805
2424,1996-10-09,12250.599609
2425,1996-10-10,12242.500000
2426,1996-10-11,12218.400391
2427,1996-10-14,12330.400391
2428,1996-10-15,12490.700195
2429,1996-10-16,12396.200195
2430,1996-10-17,12436.799805
2431,1996-10-18,12510.099609
2432,1996-10-22,12444.700195
2433,1996-10-23,12492.400391
2434,1996-10-24,12473.599609
2435,1996-10-25,12388.400391
2436,1996-10-28,12262.799805
2437,1996-10-29,12192.200195
2438,1996-10-30,12405.500000
2439,1996-10-31,12477.599609
2440,1996-11-01,12529.299805
2441,1996-11-04,12559.400391
2442,1996-11-05,12502.700195
2443,1996-11-06,12775.500000
2444,1996-11-07,12735.299805
2445,1996-11-08,12751.200195
2446,1996-11-11,12771.900391
2447,1996-11-12,12806.299805
2448,1996-11-13,12943.700195
2449,1996-11-14,13004.799805
2450,1996-11-15,12889.400391
2451,1996-11-18,13042.799805
2452,1996-11-19,13056.900391
2453,1996-11-20,13167.200195
2454,1996-11-21,13099.599609
2455,1996-11-22,13116.799805
2456,1996-11-25,13239.400391
2457,1996-11-26,13485.299805
2458,1996-11-27,13531.000000
2459,1996-11-28,13310.799805
2460,1996-11-29,13393.900391
2461,1996-12-02,13517.599609
2462,1996-12-03,13456.299805
2463,1996-12-04,13434.200195
2464,1996-12-05,13491.599609
2465,1996-12-06,13102.700195
2466,1996-12-09,13144.200195
2467,1996-12-10,13342.500000
2468,1996-12-11,13189.599609
2469,1996-12-12,13053.299805
2470,1996-12-13,12784.099609
2471,1996-12-16,12937.500000
2472,1996-12-17,12815.400391
2473,1996-12-18,12766.000000
2474,1996-12-19,12846.599609
2475,1996-12-20,13131.400391
2476,1996-12-23,13331.500000
2477,1996-12-24,13341.599609
2478,1996-12-27,13404.099609
2479,1996-12-30,13480.799805
2480,1996-12-31,13451.500000
2481,1997-01-02,13203.400391
2482,1997-01-03,13222.799805
2483,1997-01-06,13443.900391
2484,1997-01-07,13420.200195
2485,1997-01-08,13454.900391
2486,1997-01-09,13198.099609
2487,1997-01-10,13191.500000
2488,1997-01-13,13289.200195
2489,1997-01-14,13293.900391
2490,1997-01-15,13766.700195
2491,1997-01-16,13830.700195
2492,1997-01-17,13856.400391
2493,1997-01-20,13868.200195
2494,1997-01-21,13732.799805
2495,1997-01-22,13692.799805
2496,1997-01-23,13610.299805
2497,1997-01-24,13379.599609
2498,1997-01-27,13294.900391
2499,1997-01-28,13403.299805
2500,1997-01-29,13285.400391
2501,1997-01-30,13288.400391
2502,1997-01-31,13321.799805
2503,1997-02-03,13451.099609
2504,1997-02-04,13548.400391
2505,1997-02-05,13660.500000
2506,1997-02-10,13643.500000
2507,1997-02-11,13454.200195
2508,1997-02-12,13462.599609
2509,1997-02-13,13240.000000
2510,1997-02-14,13113.299805
2511,1997-02-17,13144.599609
2512,1997-02-18,13102.900391
2513,1997-02-19,13106.299805
2514,1997-02-20,13411.299805
2515,1997-02-21,13444.900391
2516,1997-02-24,13375.700195
2517,1997-02-25,13520.299805
2518,1997-02-26,13541.799805
2519,1997-02-27,13546.599609
2520,1997-02-28,13398.700195
2521,1997-03-03,13507.299805
2522,1997-03-04,13450.099609
2523,1997-03-05,13410.799805
2524,1997-03-06,13416.400391
2525,1997-03-07,13337.400391
2526,1997-03-10,13268.799805
2527,1997-03-11,13252.200195
2528,1997-03-12,13119.099609
2529,1997-03-13,12917.099609
2530,1997-03-14,12736.500000
2531,1997-03-17,12838.500000
2532,1997-03-18,12748.900391
2533,1997-03-19,12651.400391
2534,1997-03-20,12472.299805
2535,1997-03-21,12489.299805
2536,1997-03-24,12749.099609
2537,1997-03-25,12832.500000
2538,1997-03-26,12776.400391
2539,1997-03-27,12534.299805
2540,1997-04-01,12074.200195
2541,1997-04-02,12136.299805
2542,1997-04-03,12055.200195
2543,1997-04-04,12204.599609
2544,1997-04-07,12287.799805
2545,1997-04-08,12398.599609
2546,1997-04-09,12426.700195
2547,1997-04-10,12358.700195
2548,1997-04-11,12516.599609
2549,1997-04-14,12296.000000
2550,1997-04-15,12342.000000
2551,1997-04-16,12581.299805
2552,1997-04-17,12516.200195
2553,1997-04-18,12541.099609
2554,1997-04-21,12626.000000
2555,1997-04-22,12580.900391
2556,1997-04-23,12707.000000
2557,1997-04-24,12726.799805
2558,1997-04-25,12645.799805
2559,1997-04-28,12610.200195
2560,1997-04-29,12600.400391
2561,1997-04-30,12903.299805
2562,1997-05-01,13020.799805
2563,1997-05-02,13081.700195
2564,1997-05-05,13399.299805
2565,1997-05-06,13579.299805
2566,1997-05-07,13605.900391
2567,1997-05-08,13740.299805
2568,1997-05-09,13930.799805
2569,1997-05-12,13987.799805
2570,1997-05-13,13906.500000
2571,1997-05-14,14153.599609
2572,1997-05-15,14041.900391
2573,1997-05-16,14062.400391
2574,1997-05-19,14108.799805
2575,1997-05-20,14236.200195
2576,1997-05-21,14235.500000
2577,1997-05-22,14212.000000
2578,1997-05-23,14331.700195
2579,1997-05-26,14574.599609
2580,1997-05-27,14540.200195
2581,1997-05-28,14556.500000
2582,1997-05-29,14416.599609
2583,1997-05-30,14757.799805
2584,1997-06-02,14991.000000
2585,1997-06-03,14760.200195
2586,1997-06-04,14831.599609
2587,1997-06-05,14795.500000
2588,1997-06-06,14655.099609
2589,1997-06-10,14439.700195
2590,1997-06-11,14421.500000
2591,1997-06-12,13924.299805
2592,1997-06-13,14112.599609
2593,1997-06-16,14394.599609
2594,1997-06-17,14307.200195
2595,1997-06-18,14203.900391
2596,1997-06-19,14506.500000
2597,1997-06-20,15154.400391
2598,1997-06-23,15021.200195
2599,1997-06-24,14891.000000
2600,1997-06-25,15065.000000
2601,1997-06-26,15127.000000
2602,1997-06-27,15196.799805
2603,1997-07-03,15055.700195
2604,1997-07-04,14823.000000
2605,1997-07-07,14858.599609
2606,1997-07-08,14792.200195
2607,1997-07-09,14703.700195
2608,1997-07-10,14839.200195
2609,1997-07-11,15225.299805
2610,1997-07-14,15370.900391
2611,1997-07-15,15487.200195
2612,1997-07-16,15446.000000
2613,1997-07-17,15706.299805
2614,1997-07-18,15570.400391
2615,1997-07-21,15536.299805
2616,1997-07-22,15446.799805
2617,1997-07-23,15738.799805
2618,1997-07-24,15709.200195
2619,1997-07-25,15658.099609
2620,1997-07-28,15666.599609
2621,1997-07-29,15772.099609
2622,1997-07-30,15983.200195
2623,1997-07-31,16365.700195
2624,1997-08-01,16379.200195
2625,1997-08-04,16259.599609
2626,1997-08-05,16371.500000
2627,1997-08-06,16541.599609
2628,1997-08-07,16673.300781
2629,1997-08-08,16647.500000
2630,1997-08-11,16460.500000
2631,1997-08-12,16383.400391
2632,1997-08-13,16482.900391
2633,1997-08-14,16497.699219
2634,1997-08-15,16096.900391
2635,1997-08-19,15477.299805
2636,1997-08-20,15855.700195
2637,1997-08-21,15654.000000
2638,1997-08-22,15429.799805
2639,1997-08-25,15598.900391
2640,1997-08-26,15547.200195
2641,1997-08-27,15534.000000
2642,1997-08-28,14876.099609
2643,1997-08-29,14135.200195
2644,1997-09-01,13425.700195
2645,1997-09-02,13735.299805
2646,1997-09-03,14714.000000
2647,1997-09-04,14199.200195
2648,1997-09-05,14563.599609
2649,1997-09-08,14806.500000
2650,1997-09-09,14996.700195
2651,1997-09-10,14805.400391
2652,1997-09-11,14308.299805
2653,1997-09-12,14470.500000
2654,1997-09-15,14630.700195
2655,1997-09-16,14411.200195
2656,1997-09-18,14419.500000
2657,1997-09-19,14384.099609
2658,1997-09-22,14108.099609
2659,1997-09-23,14094.400391
2660,1997-09-24,14205.400391
2661,1997-09-25,14636.599609
2662,1997-09-26,14710.900391
2663,1997-09-29,14864.400391
2664,1997-09-30,15049.299805
2665,1997-10-03,15128.000000
2666,1997-10-06,14776.799805
2667,1997-10-07,14810.799805
2668,1997-10-08,14838.500000
2669,1997-10-09,14273.099609
2670,1997-10-13,14072.900391
2671,1997-10-14,13836.599609
2672,1997-10-15,13384.200195
2673,1997-10-16,13567.299805
2674,1997-10-17,13601.000000
2675,1997-10-20,12970.900391
2676,1997-10-21,12403.099609
